User_ID,Exercise_Type,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Total_Calories_Burned
16162009,"Cleaning, dusting",male,65,196.0,98.0,21.0,103.0,40.2,17.67133501731343
11019640,"Cycling, 16-19 mph, very fast, racing",female,79,163.0,68.0,23.0,103.0,40.6,64.41232067661697
12660464,"Running, 6 mph (10 min mile)",female,27,160.0,56.0,18.0,111.0,40.4,34.598643754029936
17198156,Cleaning gutters,female,45,161.0,60.0,4.0,84.0,38.7,4.11888616119404
12144507,Water polo,female,26,169.0,67.0,13.0,92.0,40.1,29.89624872000008
17570013,"Riding, snow blower",male,20,187.0,81.0,16.0,91.0,40.1,13.336417203582096
13210180,"Jumping rope, fast",female,32,170.0,66.0,25.0,114.0,40.6,67.95417462686572
15812790,"Volleyball, beach",female,25,172.0,69.0,17.0,94.0,40.3,32.21498394388056
14825446,Gymnastics,female,28,161.0,58.0,2.0,71.0,37.8,1.591588884378109
12836534,"Running, 8 mph (7.5 min mile)",female,36,160.0,62.0,8.0,82.0,39.6,22.979467188855736
11882329,"Circuit training, minimal rest",female,69,167.0,63.0,14.0,98.0,40.2,24.223031405373103
16375565,Croquet,female,26,167.0,58.0,15.0,95.0,40.2,7.47038943880597
17103446,Painting,male,35,198.0,103.0,5.0,90.0,39.0,7.960990935323385
12808543,Swimming sidestroke,male,63,179.0,82.0,16.0,86.0,40.2,36.03244580935319
11300212,"Rowing machine, vigorous",female,22,170.0,65.0,20.0,95.0,40.5,37.93247725373145
12390384,"Martial arts, judo, karate, jujitsu",male,70,191.0,96.0,17.0,99.0,40.2,56.01685179223894
14553835,"Basketball, wheelchair",female,61,166.0,64.0,21.0,106.0,40.4,29.98094179343289
10581301,"Cycling, <10 mph, leisure bicycling",female,46,171.0,68.0,15.0,86.0,40.3,13.995005707462685
18145627,"Aerobics, high impact",female,42,179.0,72.0,17.0,98.0,40.1,29.40332284656715
18723537,"Stationary cycling, light",female,56,159.0,60.0,5.0,91.0,38.7,5.6631299701492495
13096111,"Gardening, general",male,30,178.0,86.0,22.0,101.0,40.8,25.959363527960196
18436863,"Skin diving, scuba diving",male,47,197.0,106.0,23.0,96.0,40.8,58.56642246726366
17848094,Race walking,female,35,169.0,69.0,18.0,104.0,40.3,27.705602460895577
16409161,Trampoline,male,33,187.0,87.0,26.0,106.0,40.7,27.182008352238825
16869419,"Basketball game, competitive",female,31,163.0,59.0,16.0,90.0,40.5,25.925784179900468
12961530,Instructing aerobic class,male,42,173.0,81.0,23.0,107.0,40.3,38.34219946029853
12028761,"Cricket (batting, bowling)",female,40,169.0,63.0,11.0,93.0,39.6,11.89328379044779
11705722,"Walking, snow blower",female,21,169.0,69.0,3.0,82.0,38.7,2.487478217910449
12318897,"Rowing machine, light",male,54,193.0,93.0,10.0,81.0,39.9,11.175626776119408
14665453,"Jumping rope, moderate",male,30,170.0,70.0,13.0,95.0,40.1,31.23488672238814
18557561,"Horseback riding, grooming horse",male,66,199.0,100.0,17.0,98.0,40.5,20.42856507462688
10324121,"Canoeing, camping trip",female,52,148.0,55.0,22.0,105.0,40.5,16.601918535323378
15446868,"Aerobics, low impact",male,21,207.0,102.0,7.0,84.0,39.3,12.253686329552268
16636410,"Canoeing, rowing, moderate",male,38,189.0,91.0,15.0,101.0,40.0,32.79047033134327
15580027,Unicycling,female,75,169.0,65.0,7.0,83.0,39.3,7.808721680597035
15560435,"Mowing lawn, walk, power mower",male,64,179.0,80.0,25.0,105.0,40.4,37.754199800995
18410691,Raking lawn,male,74,191.0,94.0,9.0,90.0,40.1,12.485830653134329
11583704,"Walking 3.5 mph, brisk pace",male,44,193.0,96.0,17.0,103.0,40.3,21.28714026029852
12258489,"Skin diving, scuba diving",female,31,171.0,72.0,15.0,93.0,40.1,25.94410839402984
13538857,"Ballroom dancing, fast",male,43,195.0,95.0,26.0,106.0,40.7,46.62643675422883
14734204,"Softball, officiating",male,56,181.0,84.0,25.0,106.0,40.9,28.813247044776112
17919181,Walking 4.5 mph,male,22,195.0,101.0,14.0,100.0,40.1,30.56921225393047
14290814,"Cycling, mountain bike, bmx",male,66,171.0,72.0,18.0,105.0,40.5,37.81576193910458
15775471,"Water aerobics, water calisthenics",female,60,152.0,57.0,6.0,84.0,39.3,4.692443090149253
11269933,"Running, cross country",male,68,169.0,69.0,11.0,94.0,39.8,23.43990820238801
13023711,"Hockey, field hockey",male,71,210.0,121.0,25.0,111.0,40.6,83.07785714427851
13479357,"Swimming, treading water, moderate",male,68,178.0,77.0,8.0,89.0,39.8,8.451885799800992
13683417,"Running, 7.5mph (8 min mile)",male,28,183.0,86.0,13.0,92.0,40.2,47.97416916338316
14135363,"Walking, snow blower",male,55,173.0,74.0,24.0,105.0,40.6,21.34184210149255
15022966,Croquet,female,31,170.0,64.0,2.0,77.0,38.1,1.0990917795024877
11071429,Walking using crutches,male,53,187.0,89.0,10.0,98.0,39.7,15.274202847761233
15425530,"Weight lifting, light workout",female,20,154.0,55.0,13.0,88.0,40.2,7.357668441791048
17673217,"Cross country skiing, moderate",male,22,207.0,110.0,1.0,81.0,37.8,3.021012987064673
10324436,"Golf, walking and carrying clubs",male,46,197.0,99.0,5.0,85.0,38.6,7.651826238805971
19691507,"Walking 3.0 mph, moderate",male,73,172.0,76.0,4.0,85.0,38.9,3.4438690515422867
11757958,"Golf, walking and pulling clubs",female,25,163.0,65.0,7.0,91.0,39.3,6.715192608955224
13396008,"Aerobics, high impact",male,43,174.0,78.0,11.0,94.0,39.8,20.61115277970148
17731293,"Boxing, in ring",male,39,177.0,77.0,7.0,88.0,39.4,22.1983637114428
12542428,"Climbing hills, carrying 21 to 42 lb",male,25,200.0,94.0,28.0,102.0,40.4,72.28460165412928
12179387,Polo,female,64,169.0,71.0,19.0,100.0,40.5,37.04860472318404
17340453,"Swimming laps, freestyle, slow",male,74,190.0,94.0,7.0,84.0,39.2,15.80668826228855
12769519,"Swimming laps, freestyle, fast",male,53,174.0,78.0,19.0,106.0,40.5,50.8682440907464
13207490,"Rowing machine, very vigorous",male,60,195.0,102.0,25.0,104.0,40.5,105.02008805970158
19882652,"Golf, driving range",female,50,152.0,52.0,24.0,99.0,40.2,12.842475825671649
17309611,Stair machine,female,77,169.0,67.0,28.0,109.0,40.7,57.93579418666655
14550848,Wallyball,female,36,163.0,59.0,4.0,83.0,38.9,5.669268130547262
18095209,"Ice skating, average speed",male,73,196.0,102.0,26.0,98.0,40.5,63.7071995008955
14985238,"Running, 7 mph (8.5 min mile)",female,44,160.0,67.0,17.0,90.0,40.2,44.95550311999991
15685326,Handball,female,29,168.0,64.0,25.0,109.0,40.5,65.89495721393041
13147627,Snowmobiling,male,31,200.0,99.0,17.0,89.0,40.6,20.22427942388061
16144062,"Riding, snow blower",male,37,185.0,81.0,1.0,84.0,38.0,0.833526075223881
15505673,"Cleaning, dusting",female,50,177.0,70.0,22.0,106.0,40.9,13.2234479721393
16398414,Darts (wall or lawn),male,69,188.0,91.0,25.0,105.0,40.6,19.534639049751245
14782865,"Walking 3.0 mph, moderate",male,25,181.0,78.0,20.0,106.0,40.6,17.67248592238805
12697783,Water volleyball,female,20,168.0,63.0,29.0,109.0,40.7,18.800643696716424
15484362,Swimming sidestroke,female,46,162.0,68.0,5.0,92.0,38.8,9.337676505472626
16216033,"Carrying 25 to 49 lbs, upstairs",male,37,197.0,92.0,1.0,87.0,37.5,2.5266654073631813
17902514,"Running, 6.7 mph (9 min mile)",male,53,180.0,85.0,13.0,94.0,40.0,41.71839078009948
10921011,Raking lawn,female,39,160.0,66.0,5.0,80.0,39.0,4.8703594746268655
16490266,Kayaking,male,27,183.0,84.0,27.0,118.0,40.8,38.92347422328368
12146545,"Ballroom dancing, fast",male,24,169.0,74.0,12.0,93.0,39.8,16.76286471164178
14268761,"Horseback riding, grooming horse",female,21,156.0,58.0,15.0,96.0,40.6,10.454618597014932
19691507,"Jumping rope, slow",male,73,172.0,76.0,4.0,85.0,38.9,8.348981346069642
16539107,"Running, 5.2 mph (11.5 minute mile)",male,57,184.0,78.0,3.0,71.0,39.0,7.226532963582075
11758623,"Cleaning, dusting",female,54,149.0,55.0,25.0,109.0,40.4,11.806649975124378
12442756,"Skiing, water skiing",male,22,185.0,88.0,22.0,113.0,40.6,39.84460448477613
11353686,Swimming synchronized,female,40,135.0,42.0,14.0,94.0,40.2,16.14868760358207
18885482,"Aerobics, general",female,27,166.0,62.0,11.0,95.0,39.7,15.213543380298535
11500782,"Children's games, hopscotch, dodgeball",male,70,177.0,77.0,29.0,100.0,40.7,38.32280332477622
11847644,"Ballroom dancing, slow",female,36,168.0,66.0,9.0,93.0,39.6,6.112524551641793
18223575,Swimming sidestroke,male,43,178.0,82.0,16.0,101.0,39.9,36.03244580935319
16001421,Water polo,female,27,159.0,54.0,10.0,97.0,40.0,18.534987725373178
13207414,Swimming butterfly,male,51,183.0,87.0,19.0,104.0,40.5,62.40769227104473
11789633,"Calisthenics, vigorous, pushups, situps…",male,27,198.0,105.0,21.0,110.0,40.7,60.55757851343276
14780448,Orienteering,male,21,195.0,92.0,19.0,100.0,40.5,53.98281889034815
17362737,"Swimming laps, freestyle, slow",male,57,164.0,65.0,10.0,95.0,40.2,15.614509681592033
17757572,Ski mobiling,female,52,174.0,69.0,7.0,88.0,39.2,11.602781809552235
17223277,"Running, 10.9 mph (5.5 min mile)",male,58,176.0,77.0,11.0,90.0,40.0,52.324714462686536
17891487,"Ice skating, < 9 mph",female,48,168.0,64.0,24.0,106.0,40.7,28.99522544716416
19654276,"Walk / run, playing with animals",male,42,178.0,78.0,25.0,103.0,40.7,26.75515797014925
19730126,Bowling,male,47,182.0,82.0,19.0,104.0,40.3,16.03251389134329
11547074,"Swimming leisurely, not laps",male,37,189.0,94.0,3.0,91.0,38.7,5.803811190447764
10132785,"Marching, rapidly, military",male,35,178.0,80.0,11.0,90.0,39.8,19.63037855522392
17883082,"Skin diving, scuba diving",female,27,166.0,66.0,28.0,109.0,40.7,44.39325214089551
10677750,"Marching, rapidly, military",male,75,187.0,97.0,7.0,84.0,39.1,15.14662163522391
15762401,"Rowing machine, light",female,45,140.0,41.0,25.0,99.0,40.7,12.3172230597015
12378807,"Golf, driving range",female,69,168.0,66.0,25.0,111.0,40.6,16.97923486567165
14976657,Sky diving,female,22,158.0,62.0,28.0,110.0,40.7,17.8642131677612
15353081,Watering lawn or garden,female,21,160.0,56.0,28.0,100.0,40.8,8.103093861890544
18192260,"Running, 5.2 mph (11.5 minute mile)",female,20,170.0,63.0,10.0,91.0,40.0,19.456050286567123
16019756,Lacrosse,male,37,181.0,76.0,5.0,79.0,39.6,10.436226682587051
10567350,"Basketball, wheelchair",male,39,191.0,86.0,23.0,97.0,40.6,44.1237372525374
11758182,"Running, 6.7 mph (9 min mile)",female,69,176.0,73.0,1.0,80.0,37.7,2.756056585472635
10691755,"Running, 8 mph (7.5 min mile)",male,21,181.0,76.0,17.0,100.0,39.9,59.857805661293575
17823841,"Horesback riding, saddling horse",female,22,168.0,63.0,23.0,109.0,40.7,17.412347525373143
17841465,"Walking, snow blower",female,26,167.0,67.0,19.0,111.0,41.0,15.297390200000008
15108943,Swimming synchronized,female,35,153.0,57.0,29.0,114.0,40.8,45.39758606925368
14965813,"Hockey, field hockey",female,71,164.0,68.0,24.0,100.0,40.8,44.82084722626861
19473874,Bird watching,male,37,179.0,82.0,28.0,101.0,40.7,19.714958794825872
18895905,"Boxing, in ring",female,47,151.0,56.0,25.0,108.0,40.7,57.658087562189095
19893003,"Golf, general",female,54,167.0,72.0,15.0,93.0,40.1,16.6948936119403
17303607,"Walking 2.0 mph, slow",female,21,158.0,59.0,19.0,95.0,40.6,9.625639725174128
19583303,"Standing, playing with children, light",female,24,171.0,64.0,13.0,89.0,39.8,7.998384066865672
18233908,"Swimming, treading water, moderate",female,23,171.0,65.0,27.0,105.0,40.4,24.07964217313432
11349389,Walking 5.0 mph,male,53,189.0,88.0,12.0,93.0,40.1,29.001724675820864
11300613,"Table tennis, ping pong",male,74,201.0,108.0,5.0,87.0,38.9,7.409120668656714
18799994,"Running, 9 mph (6.5 min mile)",female,27,146.0,50.0,6.0,83.0,39.2,15.4458231044776
10703018,"Riding a horse, general",female,40,162.0,64.0,6.0,88.0,39.0,5.268708031044775
13671116,"Stationary cycling, very vigorous",female,20,162.0,58.0,3.0,78.0,38.6,7.466462821492549
19546482,"Rock climbing, mountain climbing",male,34,187.0,91.0,12.0,94.0,39.9,29.990419835223847
12386684,"Cycling, 12-13.9 mph, moderate",female,35,179.0,75.0,19.0,100.0,40.5,39.13585005970145
15524945,"Frisbee playing, general",male,65,187.0,85.0,22.0,109.0,40.7,19.2431328477612
16361546,Carrying heavy loads,male,49,189.0,86.0,29.0,109.0,40.8,68.4946035430845
11874273,Lacrosse,male,24,167.0,66.0,27.0,100.0,40.5,48.94041039044771
13460467,"Martial arts, kick boxing",male,60,166.0,69.0,28.0,102.0,40.7,66.31406719522406
10030610,"Speed skating, ice, competitive",male,62,196.0,93.0,26.0,106.0,40.8,124.49333422208947
19190028,"Walk / run, playing with animals",male,42,164.0,71.0,15.0,95.0,39.9,14.612432429850742
13535958,Orienteering,male,29,188.0,89.0,19.0,95.0,40.8,52.22250957870636
12526675,"Frisbee, ultimate frisbee",male,25,178.0,77.0,9.0,89.0,39.4,19.03238181850744
14270825,Shoveling snow by hand,female,32,170.0,67.0,8.0,86.0,39.7,11.031357440000004
14781256,"Volleyball, beach",male,26,176.0,78.0,25.0,107.0,40.3,53.5543211343283
12285465,Wrestling,female,39,165.0,64.0,16.0,97.0,40.5,21.074832124179117
18552336,"Golf, walking and carrying clubs",female,41,167.0,65.0,26.0,107.0,40.8,26.1244168557214
15167230,Swimming butterfly,male,73,170.0,77.0,8.0,85.0,39.6,23.25658707741292
10210587,Ski mobiling,female,34,178.0,74.0,10.0,99.0,39.7,17.77651871442785
11746700,"Marching, rapidly, military",female,44,161.0,60.0,2.0,89.0,38.4,2.67686980298508
15529998,"Windsurfing, sailing",female,42,166.0,63.0,11.0,80.0,40.2,7.131278643582092
15302921,"Horseback riding, trotting",female,36,173.0,71.0,11.0,86.0,39.7,17.42196096776123
12382002,"Standing, playing with children, light",male,65,187.0,98.0,29.0,108.0,41.3,27.32140326686567
19698334,Softball or baseball,female,30,172.0,68.0,9.0,89.0,39.8,10.503159711044802
12004791,"Basketball, shooting baskets",female,38,163.0,66.0,11.0,98.0,39.9,11.222678483582092
14795428,"Aerobics, general",male,45,179.0,79.0,28.0,108.0,40.4,49.34363336835831
15234780,"Skiing, water skiing",female,24,159.0,55.0,19.0,94.0,40.7,21.50703082985076
11592559,"Climbing hills, carrying over 42 lb",female,55,159.0,59.0,26.0,108.0,40.9,47.373938316815824
13135830,"Rock climbing, mountain climbing",male,57,179.0,77.0,17.0,95.0,40.4,35.95005454606961
17800524,"Running, 7 mph (8.5 min mile)",female,48,156.0,54.0,9.0,93.0,39.7,19.182067178507424
12648345,"Horseback riding, grooming horse",male,35,181.0,76.0,9.0,85.0,39.4,8.21949324179105
16646851,"Running, 5 mph (12 minute mile)",female,66,160.0,55.0,10.0,81.0,39.9,15.105064935323364
15933545,"Tennis, singles",male,79,190.0,99.0,24.0,104.0,40.5,65.25388052059695
13449861,Snorkeling,male,42,192.0,95.0,30.0,107.0,40.7,48.91177316417923
16487611,"Snow skiing, downhill skiing, light",female,40,147.0,44.0,23.0,91.0,40.7,17.367969979701538
13164897,"Carrying infant, level ground",female,56,148.0,52.0,17.0,99.0,40.0,10.622853838805977
11703149,"Ice skating, rapidly",male,64,188.0,92.0,17.0,102.0,40.4,48.30041690189045
18221396,"Golf, walking and pulling clubs",female,56,169.0,61.0,20.0,103.0,40.2,18.005571391044775
19742571,"Ballroom dancing, fast",female,46,179.0,73.0,5.0,85.0,39.1,6.890141463681587
10065149,"Circuit training, minimal rest",male,36,182.0,82.0,8.0,90.0,39.5,18.0162229046766
17026128,"Horse grooming, moderate",female,37,171.0,67.0,7.0,90.0,39.3,9.652437760000003
10446758,Playing tennis,male,43,186.0,84.0,15.0,80.0,40.1,30.26812645970148
15942308,"Golf, walking and pulling clubs",male,23,180.0,82.0,14.0,91.0,40.3,16.942947505671643
11451387,"Carpentry, general",male,24,173.0,71.0,23.0,103.0,40.4,19.62343927462688
11666971,Carrying heavy loads,male,50,191.0,93.0,24.0,108.0,40.4,61.29909988298501
13776243,Walking using crutches,female,31,190.0,82.0,25.0,114.0,40.9,35.182152626865765
13089207,Playing tennis,female,74,171.0,74.0,1.0,83.0,37.8,1.7776518714427854
19385622,"Swimming laps, freestyle, slow",male,70,189.0,87.0,16.0,94.0,40.5,33.439073041194014
10309034,Gymnastics,female,72,163.0,68.0,9.0,89.0,39.8,8.39700342447761
17179219,"Walking 3.0 mph, moderate",male,63,199.0,105.0,2.0,74.0,38.5,2.378988489552237
18121148,"Racquetball, competitive",male,49,175.0,75.0,26.0,103.0,40.6,66.93190011940315
10039572,Billiards,female,26,177.0,75.0,12.0,89.0,40.0,7.727989074626866
15710102,"Rock climbing, ascending rock",female,58,175.0,71.0,26.0,105.0,40.8,69.69425283263676
11584595,"Horesback riding, saddling horse",male,65,176.0,88.0,30.0,110.0,40.4,31.72435988059703
13433819,"Stationary cycling, very light",female,30,170.0,62.0,18.0,96.0,40.5,11.484137036417916
12283776,"Basketball, wheelchair",male,34,191.0,91.0,27.0,115.0,40.7,54.80890921611952
19137973,"Boxing, in ring",male,23,176.0,79.0,13.0,98.0,40.2,42.296325661691576
15395187,Playing volleyball,female,51,168.0,60.0,30.0,111.0,41.3,18.5228016716418
10643480,Playing soccer,female,31,168.0,67.0,13.0,95.0,40.0,20.923442973333326
19117769,"Running, 10.9 mph (5.5 min mile)",female,67,147.0,55.0,19.0,102.0,40.5,64.55646589552235
10808673,Shoveling snow by hand,female,74,164.0,66.0,24.0,107.0,40.6,32.60013094208957
10566369,"Jumping rope, slow",male,20,187.0,86.0,23.0,100.0,40.3,54.3233062583084
13972621,"Riding a horse, general",female,25,162.0,56.0,30.0,106.0,40.4,23.05059763582089
14075865,"Golf, miniature golf",male,36,181.0,85.0,1.0,85.0,37.4,0.8746878567164182
18523273,"Diving, springboard or platform",male,29,184.0,90.0,27.0,105.0,40.6,25.00578225671643
18613350,Snowmobiling,female,41,173.0,73.0,27.0,103.0,40.7,23.6851186835821
10803909,"Surfing, body surfing or board surfing",male,24,190.0,92.0,14.0,92.0,39.9,13.254093640597022
11456581,"Stationary cycling, very light",female,29,158.0,52.0,24.0,110.0,40.5,12.842475825671649
17883168,"Running, 6.7 mph (9 min mile)",male,77,175.0,79.0,28.0,104.0,41.0,83.51228995980094
15538618,"Ballroom dancing, fast",male,32,189.0,95.0,29.0,110.0,41.0,52.00641022587061
14947633,"Running, 8 mph (7.5 min mile)",female,29,175.0,74.0,1.0,71.0,38.1,3.428388249950251
19082205,"Ballet, twist, jazz, tap",female,28,152.0,53.0,13.0,98.0,40.1,10.650723795024875
18777622,"Football or baseball, playing catch",female,29,156.0,51.0,12.0,95.0,39.6,5.255032570746269
10044198,"Loading, unloading car",male,69,185.0,85.0,30.0,113.0,40.7,26.240635701492547
12196897,"Running, general",male,24,196.0,94.0,22.0,99.0,40.6,56.795044156815855
12047532,"Sit, playing with animals",female,43,150.0,54.0,23.0,106.0,40.7,10.664624922985077
12560362,Pushing stroller or walking with children,male,79,182.0,93.0,5.0,91.0,39.0,3.992794355223881
16024339,Track and field (hurdles),male,59,189.0,95.0,22.0,110.0,40.5,71.73726730746287
13126527,"Soccer, competitive",female,48,156.0,54.0,23.0,106.0,40.4,42.63047176835832
18704731,"Loading, unloading car",male,70,177.0,77.0,9.0,89.0,39.6,7.1312786435820925
17175966,Playing soccer,female,20,160.0,56.0,6.0,90.0,39.2,8.071500389253728
13882622,"Circuit training, minimal rest",male,25,200.0,103.0,24.0,103.0,40.8,67.89040094567156
15116499,"Golf, walking and carrying clubs",female,32,154.0,54.0,16.0,94.0,40.5,13.35591488955224
14533442,"Standing, playing with children, light",male,40,176.0,73.0,2.0,86.0,38.0,1.4035625886567162
11597565,"Stationary cycling, very vigorous",male,44,177.0,81.0,24.0,111.0,40.7,83.41841221253745
15488420,"Stationary cycling, moderate",female,73,162.0,60.0,9.0,91.0,39.8,12.972054197014918
11447535,Hacky sack,male,25,196.0,101.0,14.0,94.0,40.2,19.400919676815917
17313650,"Ice skating, < 9 mph",male,38,195.0,100.0,21.0,105.0,40.7,39.641909791044746
10154011,"Rock climbing, ascending rock",male,60,182.0,90.0,11.0,90.0,40.2,37.37665780298505
14175796,"Backpacking, Hiking with pack",female,23,167.0,61.0,10.0,92.0,39.6,14.653616778109448
11436991,Shoveling snow by hand,male,30,177.0,80.0,25.0,117.0,40.7,41.16178149253734
10519886,"Skin diving, moderate",female,34,173.0,73.0,27.0,103.0,40.8,84.57700127104492
16997918,"Calisthenics, vigorous, pushups, situps…",male,31,164.0,68.0,3.0,78.0,38.8,5.602605903283576
13210322,"Bagging grass, leaves",male,62,183.0,87.0,11.0,93.0,40.1,13.130608296119398
16783172,"Coaching: football, basketball, soccer…",female,40,152.0,52.0,22.0,99.0,40.8,15.696359342487556
14448257,"Cross country skiing, uphill",male,35,173.0,70.0,27.0,102.0,40.8,107.03315643582084
15814212,"Golf, walking and pulling clubs",male,28,191.0,93.0,19.0,93.0,40.6,26.07856118686567
18231765,"Walking 3.5 mph, brisk pace",male,32,179.0,77.0,10.0,85.0,40.2,10.043564951243786
15256186,Swimming sidestroke,female,20,169.0,64.0,2.0,83.0,37.9,3.515360566766165
15795666,"Running, 5.2 mph (11.5 minute mile)",female,47,160.0,53.0,20.0,96.0,40.6,32.735576672636746
10223654,Playing paddleball,female,26,172.0,64.0,16.0,101.0,40.2,21.074832124179117
15584591,"Track and field (shot, discus)",male,73,186.0,88.0,20.0,106.0,40.4,24.14824514228855
19210072,Darts (wall or lawn),male,79,176.0,83.0,3.0,83.0,38.7,2.138076977313433
14931366,"Walk / run, playing with animals",female,34,161.0,62.0,1.0,80.0,37.4,0.8506768175124376
14938437,Unicycling,male,72,180.0,86.0,27.0,117.0,41.2,39.85022360955234
12961530,General housework,male,42,173.0,81.0,23.0,107.0,40.3,22.387303961194043
11897853,"Sailing, competition",female,31,169.0,66.0,19.0,102.0,40.1,21.52118019223886
14749158,"Cross country skiing, racing",female,74,164.0,62.0,26.0,104.0,41.0,77.44796802069649
13276631,"Golf, walking and carrying clubs",female,52,149.0,47.0,8.0,83.0,40.1,5.812296294527364
19929360,"Marching, rapidly, military",female,20,157.0,59.0,20.0,107.0,40.6,26.322553062686623
10140158,"Cross country snow skiing, slow",male,68,173.0,77.0,12.0,91.0,39.8,22.196626070447756
11877426,"Children's games, hopscotch, dodgeball",female,65,156.0,58.0,8.0,87.0,39.3,7.96317991164181
15457723,"Running, 7 mph (8.5 min mile)",female,50,148.0,55.0,24.0,109.0,40.8,52.09944171940289
10304544,"Weight lifting, light workout",female,63,175.0,72.0,9.0,86.0,39.2,6.668208601791047
12250283,"Canoeing, rowing, vigorous",female,31,153.0,60.0,12.0,93.0,40.0,29.65273074626868
18712681,Fencing,female,46,184.0,82.0,24.0,105.0,40.9,40.503192988656735
16515805,"Golf, walking and carrying clubs",female,33,170.0,61.0,3.0,83.0,38.7,2.828856973134329
17012776,"Ballroom dancing, fast",male,74,186.0,86.0,22.0,110.0,40.5,35.71547301174127
13990932,"Water aerobics, water calisthenics",male,44,203.0,101.0,8.0,88.0,39.3,11.08623981532338
12995157,"Tennis, doubles",male,40,182.0,86.0,7.0,93.0,39.3,12.389696229253737
16975104,"Rowing machine, very vigorous",female,20,168.0,69.0,30.0,113.0,40.8,85.25160089552246
16021418,"Frisbee, ultimate frisbee",male,56,194.0,97.0,8.0,91.0,39.9,21.31187343601988
19089076,"Table tennis, ping pong",male,44,198.0,100.0,12.0,98.0,39.9,16.46471259701492
15987356,"Surfing, body surfing or board surfing",female,34,179.0,74.0,25.0,101.0,40.9,19.03732394029852
14849801,"Handball, team",male,41,171.0,73.0,10.0,86.0,40.0,20.048540732338285
19220276,Sky diving,male,40,184.0,89.0,2.0,82.0,38.0,1.8316992764179112
11743129,"Cycling, 14-15.9 mph, vigorous",male,71,193.0,97.0,8.0,88.0,39.4,26.635463842388123
13382975,"Diving, springboard or platform",female,39,181.0,76.0,7.0,84.0,39.4,5.474516938507465
19168503,"Golf, general",female,22,156.0,54.0,3.0,92.0,38.6,2.5042340417910456
11567280,"Standing, playing with children, light",male,49,180.0,77.0,5.0,81.0,39.1,3.701175319402985
14805647,"Swimming laps, freestyle, slow",female,64,163.0,60.0,24.0,103.0,40.4,34.59214452537312
11030070,Snorkeling,female,78,172.0,72.0,1.0,72.0,38.0,1.235665848358212
16906256,"Running, 5.2 mph (11.5 minute mile)",male,21,181.0,81.0,24.0,107.0,40.5,60.0358123128357
11111361,"Softball, officiating",male,39,185.0,84.0,13.0,95.0,40.0,14.982888463283578
19929822,Playing volleyball,male,28,206.0,109.0,6.0,92.0,39.5,6.729951274029855
18113654,"Climbing hills, carrying 10 to 20 lb",female,29,162.0,64.0,6.0,90.0,39.3,9.88749319641792
19118405,Kickball,male,50,171.0,74.0,2.0,82.0,38.1,3.5553037428855707
19021959,Carrying heavy loads,male,64,184.0,87.0,12.0,89.0,40.0,28.672159622686536
11758623,"Running, general",female,54,149.0,55.0,25.0,109.0,40.4,37.76266233830842
15477893,"Standing, playing with children, light",female,40,163.0,63.0,4.0,81.0,38.9,2.4225874817910444
16810366,"Rock climbing, ascending rock",female,54,158.0,60.0,14.0,95.0,40.1,31.7135278328358
16496960,"Calisthenics, light",female,63,173.0,67.0,24.0,110.0,40.6,19.32301920000001
11184453,Swimming butterfly,male,32,194.0,98.0,3.0,86.0,38.6,11.099734741492531
14551353,Ski machine,male,35,171.0,81.0,18.0,96.0,40.4,35.024546331940286
10186484,"Canoeing, rowing, light",male,22,203.0,97.0,8.0,90.0,39.4,7.9853856095522415
15143739,"Walking, pushing a wheelchair",male,66,183.0,84.0,29.0,108.0,40.9,33.423366571940285
19882652,"Jumping rope, slow",female,50,152.0,52.0,24.0,99.0,40.2,34.27476552597011
17599089,Water volleyball,female,22,163.0,60.0,12.0,86.0,39.5,7.409120668656719
17367030,"Track and field (high jump, pole vault)",male,28,180.0,80.0,12.0,96.0,40.4,19.75765511641792
16724473,Snowmobiling,male,61,189.0,93.0,9.0,87.0,39.6,10.058064098507469
18863558,Trampoline,male,54,192.0,93.0,18.0,98.0,40.2,20.11612819701493
18546421,"Running, 10 mph (6 min mile)",female,75,173.0,69.0,15.0,92.0,40.0,56.83829336417912
13852586,"Weight lifting, body building, vigorous",female,44,164.0,59.0,29.0,109.0,40.6,35.21390406686568
17620582,"Speed skating, ice, competitive",female,57,161.0,61.0,15.0,95.0,40.3,47.10976046865668
17922507,"Golf, driving range",male,50,203.0,101.0,19.0,96.0,40.5,19.74736467104478
16690465,"Softball, officiating",male,27,171.0,72.0,29.0,111.0,41.1,28.648599918805964
12725801,Water volleyball,male,31,181.0,83.0,4.0,81.0,38.6,3.4164278638805987
12475002,"Rock climbing, mountain climbing",male,21,193.0,97.0,19.0,98.0,40.3,50.6156994105472
16610247,"Whitewater rafting, kayaking, canoeing",male,24,193.0,88.0,16.0,94.0,40.1,24.164132145671704
16608280,Water aerobics,male,30,175.0,74.0,27.0,111.0,40.9,27.41374647402985
15746793,Snorkeling,male,62,180.0,87.0,16.0,96.0,39.8,23.889539734925435
13266138,Playing paddleball,male,33,188.0,98.0,27.0,111.0,40.5,54.45703691462689
19990936,"Windsurfing, sailing",male,54,194.0,103.0,27.0,98.0,41.1,28.61772858268658
16539112,Snow shoeing,female,24,183.0,70.0,14.0,96.0,39.9,26.91447933930345
